cups;data_anterior;data_mesura;tarifa;origen;mesura_baixa;periode;consum;lectura_anterior;lectura_actual
ES0021000011522892BG0F;2015-12-20;2016-01-24;2.1A;F1;N;P1;1875;11802;13677
ES0031405567043012JQ0F;2016-01-03;2016-01-31;2.1A;F1;N;P1;840;12365;13205
ES0031300798573001VS0F;2015-11-23;2016-01-25;2.1A;F1;N;P1;3951;379;4330
ES0031405533445001YZ0F;2015-12-16;2016-01-21;2.1A;F1;N;P1;1043;25022;26065
ES0031405440163010HC0F;2015-12-22;2016-01-25;2.1A;F1;N;P1;496;14398;14894
ES0031405082022006SC0F;2015-11-30;2016-01-27;2.1A;F1;N;P1;3136;120740;123876
ES0031405289171004QR0F;2016-01-03;2016-01-31;2.1A;F1;N;P1;2395;87165;89560
ES0031408107536001HZ0F;2015-11-24;2016-01-26;2.1A;F1;N;P1;1526;8958;10484
ES0031300682320012LC0F;2015-12-23;2016-01-25;2.1A;F1;N;P1;49;2450;2499
ES0031406228706003YL0F;2015-11-25;2016-01-26;2.1A;F1;N;P1;2005;169674;171679
ES0031406224524002HQ0F;2015-11-23;2016-01-26;2.1A;F1;N;P1;2024;346503;348527
ES0031300556295001FJ0F;2015-12-27;2016-01-25;2.1A;F1;N;P1;204;5113;5317
ES0031406224001003AZ0F;2015-11-25;2016-01-26;2.1A;F1;N;P1;2008;684;2692
ES0031300556294003XG0F;2015-12-27;2016-01-25;2.1A;F1;N;P1;266;6980;7246
ES0021000002650813RZ;2015-12-19;2016-01-24;2.1A;F1;N;P1;361;21659;22020
ES0031300719103001KY0F;2015-12-28;2016-01-25;2.1A;F1;N;P1;1459;20376;21835
ES0031300734586001PG0F;2015-11-30;2015-12-31;2.1A;F1;N;P1;271;7532;7803
ES0031300793895012SL0F;2015-11-30;2015-12-31;2.1A;F1;N;P1;178;2454;2632
ES0031405985440001GA0F;2015-12-21;2016-01-22;2.1DHA;F1;N;P1;2;22658;22660
ES0031406228949001ZE0F;2015-12-21;2016-01-25;2.1DHA;F1;N;P1;1333;99069;100402
ES0031405961914004JQ0F;2015-11-30;2016-02-01;2.1DHA;F1;N;P1;247;7213;7460
ES0031405932701006NP0F;2015-11-30;2016-02-01;2.1DHA;F1;N;P1;246;134637;134883
ES0031408292070001PT0F;2015-12-30;2016-01-28;2.1DHA;F1;N;P1;132;8778;8910
ES0031405914941051LD0F;2015-11-26;2016-01-27;2.1DHA;F1;N;P1;831;90236;91067
ES0031406216098001ZL0F;2015-12-22;2016-01-25;2.1DHA;F1;N;P1;1565;190515;192080
ES0031406058134001KL0F;2015-11-24;2016-01-26;2.1DHA;F1;N;P1;5216;52414;57630
ES0031406228949001ZE0F;2015-12-21;2016-01-25;2.1DHA;F1;N;P2;2845;237017;239862
ES0031405961914004JQ0F;2015-11-30;2016-02-01;2.1DHA;F1;N;P2;251;6265;6516
ES0031406058134001KL0F;2015-11-24;2016-01-26;2.1DHA;F1;N;P2;5817;466294;472111
ES0031406216098001ZL0F;2015-12-22;2016-01-25;2.1DHA;F1;N;P2;3973;268291;272264
ES0031405985440001GA0F;2015-12-21;2016-01-22;2.1DHA;F1;N;P2;0;24244;24244
ES0031408292070001PT0F;2015-12-30;2016-01-28;2.1DHA;F1;N;P2;177;8165;8342
ES0031405914941051LD0F;2015-11-26;2016-01-27;2.1DHA;F1;N;P2;1128;74708;75836
ES0031405932701006NP0F;2015-11-30;2016-02-01;2.1DHA;F1;N;P2;149;36009;36158
ES0031405440418016CW0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;716;57975;58691
ES0021000015399177RF;2015-12-23;2016-01-26;3.0A;F1;N;P1;203;23481;23684
ES0031405440418017CA0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;173;9295;9468
ES0031405440900003TR0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;7195;937867;945062
ES0021000012612588DY;2015-12-21;2016-01-22;3.0A;F1;N;P1;2464;290130;292594
ES0021000003828810CC;2015-12-28;2016-01-28;3.0A;F1;N;P1;1679;141240;142919
ES0031405431428022NH0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;67;8482;8549
ES0021000017076143WC;2015-12-28;2016-01-26;3.0A;F1;N;P1;602;48433;49035
ES0031405431430011FY0F;2015-11-30;2015-12-31;3.0A;F1;N;P1;1036;22558;30197
ES0031300727945001BR0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;4;16896;16900
ES0031405429361003AD0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;3901;297673;301574
ES0031405924536001VA0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;820;221172;221992
ES0031405069774010JF0F;2015-12-23;2016-01-26;3.0A;F1;N;P1;630;62466;63096
ES0021000010595529XR;2015-12-21;2016-01-21;3.0A;F1;N;P1;319;15077;15396
ES0031408115152001HR0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;4;2481;2485
ES0031408115154001JT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;7;26087;26094
ES0021000003884631DC;2015-12-21;2016-01-22;3.0A;F1;N;P1;558;71052;71610
ES0031405911276001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;4200;552463;556663
ES0031408144152001GZ0F;2015-12-23;2016-01-27;3.0A;F1;N;P1;245;46079;46324
ES0021000018918640WX;2015-11-19;2016-01-28;3.0A;F1;N;P1;550;10017;10567
ES0031408132297001EL0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;193;250075;250268
ES0031406063127001BH0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;780;61879;62659
ES0021000005655103MK;2015-12-21;2016-01-21;3.0A;F1;N;P1;307;47029;47336
ES0031300570164001QJ0F;2015-12-30;2016-01-29;3.0A;F1;N;P1;142;11306;11448
ES0021000013072609TG;2015-12-21;2016-01-26;3.0A;F1;N;P1;400;66310;66710
ES0021000003838037PR;2015-12-22;2016-01-26;3.0A;F1;N;P1;723;28199;28922
ES0031408085100001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;397;56102;56499
ES0021000011433600SK;2015-12-30;2016-01-29;3.0A;F1;N;P1;150;138559;138709
ES0021000012302508MN;2015-12-22;2016-01-26;3.0A;F1;N;P1;899;232849;233748
ES0021000000039165WQ;2016-01-04;2016-01-26;3.0A;F1;N;P1;678;118807;119485
ES0031406058057001DT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1045;347528;348573
ES0021000013298429CX;2015-12-22;2016-01-22;3.0A;F1;N;P1;847;104010;104857
ES0031408077783001KK0F;2015-12-17;2016-01-21;3.0A;F1;N;P1;2;37255;37257
ES0031408057602001ZA0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;216;46155;46371
ES0031300729621001QZ0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;298;12698;12996
ES0031406217484001SQ0F;2015-12-28;2016-01-26;3.0A;F1;N;P1;599;7222;7821
ES0021000019681618DD0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;534;54968;55502
ES0031408062581002QX0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;581;71894;72475
ES0031406237396001BL0F;2016-01-20;2016-01-27;3.0A;F1;N;P1;81;1967;2048
ES0031406232144001PT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;6411;598704;605115
ES0021000003812538AD;2015-12-23;2016-01-26;3.0A;F1;N;P1;1171;99662;100833
ES0031406060592001XD0F;2015-12-21;2015-12-31;3.0A;F1;N;P1;83;35784;35867
ES0021000003848851HM0F;2015-12-29;2016-01-27;3.0A;F1;N;P1;1487;43649;45136
ES0031406241430001MA0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;411;21445;21856
ES0031406229962001JX0F;2015-12-22;2016-01-25;3.0A;F1;N;P1;117;13922;14039
ES0031406241438001FE0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;920;109766;110686
ES0031406057933001EQ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;302;33377;33679
ES0031406229880001JM0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;1270;131443;132713
ES0021000009198177KZ;2015-12-29;2016-01-26;3.0A;F1;N;P1;764;60665;61429
ES0031406229768001LS0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;1737;53404;55141
ES0031406229351001JM0F;2015-12-29;2016-01-27;3.0A;F1;N;P1;24;3376;3400
ES0031406229696001VM0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;340;50319;50659
ES0021000012091214HL;2015-12-23;2016-01-27;3.0A;F1;N;P1;395;131128;131523
ES0031406229639001EE0F;2016-01-04;2016-02-01;3.0A;F1;N;P1;536;6941;7477
ES0021000003911615XW;2015-12-23;2016-01-26;3.0A;F1;N;P1;631;38763;39394
ES0031405967875001TB0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2129;294951;297080
ES0021000010966113ED;2015-12-21;2016-01-25;3.0A;F1;N;P1;769;27407;28176
ES0031405978971002XF0F;2015-12-31;2016-01-22;3.0A;F1;N;P1;2510;166768;169278
ES0031405989453001GD0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1002;387940;388942
ES0031406229031001SG0F;2015-11-23;2016-01-22;3.0A;F1;N;P1;0;1347;1347
ES0021000000048676WM;2015-12-24;2016-01-27;3.0A;F1;N;P1;2222;185559;187781
ES0031406229149001QZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;428;183418;183846
ES0031406229024001DL0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;891;101742;102633
ES0031406224721001GC0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;6;184;190
ES0031405995593001EK0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;764;3268;4032
ES0031406226624001JT0F;2015-12-29;2016-01-28;3.0A;F1;N;P1;185;5537;5722
ES0021000003822232XC;2015-12-28;2016-01-28;3.0A;F1;N;P1;1112;149973;151085
ES0031406228841001BF0F;2015-12-29;2016-01-27;3.0A;F1;N;P1;269;23799;24068
ES0031405986617001AR0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;0;3369;3369
ES0031406228825001MS0F;2015-12-29;2016-01-27;3.0A;F1;N;P1;979;55571;56550
ES0021000000048594KS;2015-12-24;2016-01-27;3.0A;F1;N;P1;350;35744;36094
ES0031406228842002PL0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;1000;117171;118171
ES0021000006697258FT;2015-12-22;2016-01-22;3.0A;F1;N;P1;322;80950;81272
ES0021000003842214MS;2015-12-21;2016-01-25;3.0A;F1;N;P1;1928;136591;138519
ES0031406225362002KB0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;406;31592;31998
ES0021000000023409FS;2015-12-28;2016-01-27;3.0A;F1;N;P1;27;40982;41009
ES0021000006821690NW;2015-12-22;2016-01-26;3.0A;F1;N;P1;2818;362591;365409
ES0031405995564001GR0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2823;428185;431008
ES0031406223910001AT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1624;178088;179712
ES0031405996614001RM0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;4679;548947;553626
ES0021000010959957FV;2015-12-22;2016-01-25;3.0A;F1;N;P1;1240;130014;131254
ES0031405989119021LN0F;2015-12-23;2016-01-26;3.0A;F1;N;P1;216;59243;59459
ES0021000006857353KS;2015-12-22;2016-01-26;3.0A;F1;N;P1;290;5531;5821
ES0031405996943001EJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;3362;407968;411330
ES0244364660000098BC0F;2015-12-20;2016-01-20;3.0A;F1;N;P1;699;1722;2421
ES0031405997491001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;5275;103006;108281
ES0031405997687017XW0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;422;41229;41651
ES0021000007516754XY;2015-12-28;2016-01-28;3.0A;F1;N;P1;313;36540;36853
ES0021000000048590KB;2015-12-24;2016-01-27;3.0A;F1;N;P1;1516;147317;148833
ES0021000009349218XZ;2015-12-28;2016-01-27;3.0A;F1;N;P1;33;6767;6800
ES0021000003729089DG;2015-12-23;2016-01-26;3.0A;F1;N;P1;1413;196477;197890
ES0031405997687007DS0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;197;24545;24742
ES0031406060129001GE0F;2015-12-29;2016-01-28;3.0A;F1;N;P1;890;57268;58158
ES0021000005893156YR;2015-12-23;2016-01-22;3.0A;F1;N;P1;125;7824;7949
ES0021000003908919FC;2015-12-22;2016-01-22;3.0A;F1;N;P1;862;90796;91658
ES0021000010722787TT;2015-12-28;2016-01-27;3.0A;F1;N;P1;542;54252;54794
ES0031300729521001SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;110;12421;12531
ES0031406182596001LA0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;725;42055;42780
ES0031406221270001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2356;364397;366753
ES0021000009798240YF;2015-11-26;2016-01-28;3.0A;F1;N;P1;149;18350;18499
ES0021000010530741EG0F;2015-12-22;2016-01-28;3.0A;F1;N;P1;1022;75642;76664
ES0031406219350001WA0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;14;10792;10806
ES0021000009224111EG;2015-12-21;2016-01-25;3.0A;F1;N;P1;0;73760;73760
ES0021000003863454DA;2015-12-30;2016-01-28;3.0A;F1;N;P1;1746;168997;170743
ES0031406217610001LE0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;303;64647;64950
ES0021000000048601KE;2015-12-23;2016-01-27;3.0A;F1;N;P1;55;178469;178524
ES0031406219343001LH0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2016;88275;90291
ES0031406217751001DD0F;2015-11-30;2015-12-31;3.0A;F1;N;P1;69;15334;15403
ES0031406217779001FH0F;2015-12-29;2016-01-27;3.0A;F1;N;P1;399;46658;47057
ES0031406061110001SA0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;128;339853;339981
ES0031406186744002RT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;531;88256;88787
ES0021000003911426RC;2015-12-23;2016-01-26;3.0A;F1;N;P1;6;9634;9640
ES0031406191554001SD0F;2015-12-23;2016-01-26;3.0A;F1;N;P1;2;6021;6023
ES0021000006836541JH;2015-12-30;2016-01-28;3.0A;F1;N;P1;363;31948;32311
ES0021000006821613PV;2015-12-23;2016-01-26;3.0A;F1;N;P1;360;32613;32973
ES0021000000048871XQ;2015-12-28;2016-01-28;3.0A;F1;N;P1;752;37288;38040
ES0031406217485001JG0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;169;6245;6414
ES0021000006647968WE;2015-12-28;2016-01-28;3.0A;F1;N;P1;488;70792;71280
ES0031300020728027PE0F;2015-12-29;2016-01-28;3.0A;F1;N;P1;87;3914;4001
ES0031406302594001AB0F;2015-12-30;2016-02-01;3.0A;F1;N;P1;182;3191;3373
ES0021000003586768PF;2015-12-21;2016-01-20;3.0A;F1;N;P1;349;29513;29862
ES0021000002703513SK;2015-12-24;2016-01-22;3.0A;F1;N;P1;1782;124163;125945
ES0034111303275033ZV0F;2015-12-01;2016-01-02;3.0A;F1;N;P1;10;30691;30701
ES0031408108204060SS0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;4529;964889;969418
ES0031300002595028BQ0F;2015-12-30;2016-01-29;3.0A;F1;N;P1;195;24438;24633
ES0031408251714007TJ0F;2015-12-29;2016-01-29;3.0A;F1;N;P1;231;17106;17337
ES0021000006837517XM;2015-12-30;2016-01-28;3.0A;F1;N;P1;1354;109331;110685
ES0031408207127010JB0F;2015-12-29;2016-01-29;3.0A;F1;N;P1;160;9844;10004
ES0031300813622001HT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2816;99207;102023
ES0021000009143029SC;2015-12-30;2016-01-28;3.0A;F1;N;P1;0;12860;12860
ES0031300812679001GT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;191;13798;13989
ES0031406217476001NC0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;276;15345;15621
ES0021000006626862MF0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;1643;154059;155702
ES0031408320107002PR0F;2015-12-21;2016-01-25;3.0A;F1;N;P1;20;1735;1755
ES0031300809019001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;3679;25789;29468
ES0031406217302001ZS0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;1086;121477;122563
ES0021000003727648SN;2015-12-22;2016-01-25;3.0A;F1;N;P1;1053;100736;101789
ES0031406217474001VK0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1187;126127;127314
ES0031406217236002CA0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;127;44042;44169
ES0031406217216001RN0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;1651;169861;171512
ES0031406217182002HF0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1958;105216;107174
ES0031300803438001PD0F;2015-10-26;2015-11-16;3.0A;F1;N;P1;110;22258;22368
ES0031300811174001GM0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;984;63036;64020
ES0031406217378001FT0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;352;40588;40940
ES0021000003899642HN;2015-12-22;2016-01-22;3.0A;F1;N;P1;0;243678;243678
ES0031406217201001QP0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;13;3096;3109
ES0031406217183001SV0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;93;8386;8479
ES0031406217120001JZ0F;2015-12-24;2016-01-27;3.0A;F1;N;P1;595;24427;25022
ES0021000006614795DS;2015-12-23;2016-01-29;3.0A;F1;N;P1;348;79766;80114
ES0031406217125001RT0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;204;63608;63812
ES0021000006821034YJ;2015-12-22;2016-01-26;3.0A;F1;N;P1;732;158625;159357
ES0031406216209001XK0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;9;19979;19988
ES0031406216144001JL0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;7;14884;14891
ES0031406216073001PC0F;2015-12-22;2016-01-25;3.0A;F1;N;P1;425;31058;31483
ES0031406059122001ZP0F;2015-12-29;2016-01-29;3.0A;F1;N;P1;448;71710;72158
ES0031406216042001HR0F;2015-12-21;2016-01-25;3.0A;F1;N;P1;254;49466;49720
ES0021000006813636YK0F;2015-12-22;2016-01-28;3.0A;F1;N;P1;296;17876;18172
ES0031406216029002GC0F;2015-12-22;2016-01-25;3.0A;F1;N;P1;117;14312;14429
ES0031406215632001QE0F;2016-01-04;2016-02-01;3.0A;F1;N;P1;337;62538;62875
ES0031406215369001JG0F;2016-01-04;2016-02-01;3.0A;F1;N;P1;1359;118163;119522
ES0031408406780001XF0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1509;38745;40254
ES0031300803438001PD0F;2015-12-22;2016-01-22;3.0A;F1;N;P1;100;22506;22606
ES0021000006821849LT;2015-12-23;2016-01-26;3.0A;F1;N;P1;796;127480;128276
ES0031406215874001GQ0F;2015-12-21;2015-12-31;3.0A;F1;N;P1;206;173089;173295
ES0031406215629001RN0F;2016-01-04;2016-02-01;3.0A;F1;N;P1;323;42181;42504
ES0031408425231002XV0F;2015-12-29;2016-01-28;3.0A;F1;N;P1;888;64095;64983
ES0031300823455001SV0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;718;26773;27491
ES0031406215064001TF0F;2015-12-31;2016-01-12;3.0A;F1;N;P1;6;41018;41024
ES0031601059569001DQ0F;2015-12-28;2016-01-25;3.0A;F1;N;P1;606;82749;83355
ES0031406215053002MW0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;6745;529464;536209
ES0031406213914001WF0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;353;95172;95525
ES0031406213543001VC0F;2015-12-17;2016-01-20;3.0A;F1;N;P1;106;8769;8875
ES0031300801214001GV0F;2015-12-22;2016-01-22;3.0A;F1;N;P1;84;2711;2795
ES0031406215031001ZN0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1764;319840;321604
ES0031601293603014VJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;137;11746;11883
ES0031408397344032RH0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;118;8133;8251
ES0031300828429001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1690;47141;48831
ES0031406056649001VZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;5938;117960;123898
ES0031300831197001LX0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;909;43999;44908
ES0021000000022355FL0F;2015-12-28;2016-01-27;3.0A;F1;N;P1;216;70531;70747
ES0031406194803001XY0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;489;53509;53998
ES0031406195078001YH0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2583;408833;411416
ES0031406192342001YY0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;365;43122;43487
ES0031300801423001YQ0F;2015-12-22;2016-01-22;3.0A;F1;N;P1;0;1010;1010
ES0031406060122001EZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1462;154871;156333
ES0031406217581001RW0F;2015-12-29;2016-01-27;3.0A;F1;N;P1;705;91422;92127
ES0031406192333001ME0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;329;48075;48404
ES0031300709602001ZF0F;2015-12-23;2016-01-26;3.0A;F1;N;P1;234;26808;27042
ES0031406190964001PM0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;116;87520;87636
ES0031406190529001RG0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1680;135719;137399
ES0031406192249001XH0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2526;284889;287415
ES0031406056545001AC0F;2015-12-23;2016-01-27;3.0A;F1;N;P1;596;35912;36508
ES0021000002703514SE;2015-12-24;2016-01-22;3.0A;F1;N;P1;729;163045;163774
ES0031406057277001CE0F;2015-12-23;2016-01-22;3.0A;F1;N;P1;909;61679;62588
ES0031406028963001YB0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;288;394498;394786
ES0031406056537001RR0F;2015-12-23;2016-01-27;3.0A;F1;N;P1;829;21225;22054
ES0031300800235001NN0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;116;34471;34587
ES0031406057616001VW0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1063;836440;837503
ES0031408440070001BZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1366;120264;121630
ES0031406056385001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2;5375;5377
ES0021000003200891KR;2015-12-21;2016-01-22;3.0A;F1;N;P1;33;31582;31615
ES0031406057797001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1015;452465;453480
ES0031300710632001SK0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;346;14308;14654
ES0031300758458001TM0F;2016-01-13;2016-01-29;3.0A;F1;N;P1;104;10373;10477
ES0031406191936001HW0F;2015-11-30;2015-12-31;3.0A;F1;N;P1;394;520;914
ES0031300632533001NM0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;323;81233;81556
ES0031406187792002AM0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;445;39734;40179
ES0031300714098001SJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;209;19797;20006
ES0031406187791002MV0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;651;65498;66149
ES0021000003784824VX;2015-12-28;2016-01-22;3.0A;F1;N;P1;226;941;1167
ES0031406060140001TM0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2086;203716;205802
ES0031300734696001YH0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;120;2336;2456
ES0031406057931001GV0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;988;184246;185234
ES0031300717311002DY0F;2015-12-22;2016-01-22;3.0A;F1;N;P1;34;9566;9600
ES0031406187789001XV0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;398;27501;27899
ES0031406065617001BS0F;2015-12-29;2016-01-28;3.0A;F1;N;P1;0;12709;12709
ES0031406065602001AB0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;191;229537;229728
ES0031406057909002ZY0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;447;8297;8744
ES0031406065511001WE0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;424;179923;180347
ES0031300717686001YJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P1;35;1569;1604
ES0031406065573001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;312;337293;337605
ES0031406065554001DN0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1939;101122;103061
ES0031406065563001DL0F;2015-12-29;2016-01-28;3.0A;F1;N;P1;35;53814;53849
ES0031406065482001FW0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1605;219603;221208
ES0031406065279001JT0F;2015-12-29;2016-01-29;3.0A;F1;N;P1;525;94768;95293
ES0031406065447002AD0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;923;98185;99108
ES0031300734844001RJ0F;2015-12-20;2015-12-31;3.0A;F1;N;P1;13;31421;31434
ES0031406064943002DP0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;56;38816;38872
ES0031300727290016FX0F;2015-12-30;2016-01-29;3.0A;F1;N;P1;52;12645;12697
ES0021000003831244BQ;2015-12-28;2016-01-28;3.0A;F1;N;P1;483;92375;92858
ES0031406064943001DF0F;2015-12-22;2016-01-26;3.0A;F1;N;P1;23;65175;65198
ES0031406064831002SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;130;29141;29271
ES0031300809601001ZK0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;633;26560;27193
ES0021000013398495RA0F;2015-12-16;2016-01-24;3.0A;F1;N;P1;82;838;920
ES0021000012054503DQ;2015-12-24;2016-01-27;3.0A;F1;N;P1;595;96316;96911
ES0031300823450001MP0F;2015-12-31;2016-02-01;3.0A;F1;N;P1;310;13380;13690
ES0031406064514001XA0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;823;35630;36453
ES0031300728901001SY0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;1292;105702;106994
ES0031300730495001CZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;983;36495;37478
ES0021000006821683BH;2015-12-22;2016-01-26;3.0A;F1;N;P1;870;95897;96767
ES0031405645482001XN0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;6;11106;11112
ES0021000015424971HH;2015-12-22;2016-01-22;3.0A;F1;N;P1;438;36479;36917
ES0031405533985001RC0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2529;279486;282015
ES0031406058113001MH0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;4268;11130;15398
ES0031405532530001ZT0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;2252;296352;298604
ES0021000011323413DG;2015-12-23;2016-01-26;3.0A;F1;N;P1;0;9277;9277
ES0021000013901223PC;2015-12-21;2016-01-22;3.0A;F1;N;P1;683;46475;47158
ES0031408484324001XJ0F;2015-12-22;2016-01-25;3.0A;F1;N;P1;17;8352;8369
ES0021000004074097JN;2015-12-19;2016-01-25;3.0A;F1;N;P1;2976;152203;155179
ES0031406057801001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;416;452471;452887
ES0021000013633857EY;2015-12-22;2016-01-25;3.0A;F1;N;P1;179;42112;42291
ES0021000001825362SX;2015-12-23;2016-01-26;3.0A;F1;N;P1;551;38860;39411
ES0031406057800001JW0F;2015-12-31;2016-01-31;3.0A;F1;N;P1;588;202921;203509
ES0021000004327204RG;2015-12-23;2016-01-25;3.0A;F1;N;P1;40;31392;31432
ES0031405465309002VC0F;2015-12-23;2016-01-26;3.0A;F1;N;P1;212;54088;54300
ES0021000003877870ZK;2015-12-21;2016-01-25;3.0A;F1;N;P1;870;52390;53260
